x_accel,y_accel,z_accel,x_gyro,y_gyro,z_gyro,excercise
-0.6438661,0.7669819,-0.0275714,-11.68022,-33.14633,-95.40385,arm_curl
-0.7145372,0.7364183,0.04133785,-12.88792,-29.01319,-98.5439,arm_curl
-0.7439446,0.7509761,-0.05548719,-12.56446,-23.45537,-102.4444,arm_curl
-0.7323893,0.6903783,-0.0814079,-16.17471,-27.17683,-110.3065,arm_curl
-0.7679558,0.6151458,0.06679194,-2.731869,-24.28777,-104.8193,arm_curl
-0.8499949,0.5469647,0.01330779,-19.49126,-21.45752,-111.6106,arm_curl
-1.016957,0.3891687,0.07091146,-28.61637,-17.96689,-105.8304,arm_curl
-0.9371862,0.3122442,0.07399509,7.030931,-20.47841,-97.52567,arm_curl
-1.034796,0.2724651,0.1001149,4.560003,-16.6533,-78.35108,arm_curl
-1.017754,0.1713537,0.09259041,7.875073,-16.95274,-59.36586,arm_curl
-1.031411,0.2010092,0.1690766,29.27149,-15.73351,-42.63721,arm_curl
-0.9939373,0.2688529,0.1635646,24.06014,-14.51731,-32.21462,arm_curl
-0.9973764,0.1939486,0.1568052,1.346315,-9.838916,-22.64586,arm_curl
-0.9985039,0.2108124,0.1426172,4.608646,-9.999146,-11.79771,arm_curl
-0.9855898,0.2306355,0.1653704,10.09322,-9.314558,-6.951391,arm_curl
-1.0078,0.1598642,0.1767777,2.292053,-6.639843,1.796413,arm_curl
-1.012745,0.185973,0.1358043,1.891129,-5.343596,7.777272,arm_curl
-1.021213,0.2074703,0.1606022,3.224801,-4.282191,14.90285,arm_curl
-0.9815971,0.2435618,0.1446032,-0.3413978,-3.686484,15.70328,arm_curl
-0.9804672,0.2217671,0.1285966,-1.533015,-4.825064,14.17625,arm_curl
-0.9706358,0.2496207,0.156323,2.913311,-4.976462,11.61927,arm_curl
-0.9712076,0.2439191,0.1742283,-3.495371,-3.708587,10.21325,arm_curl
-0.9742512,0.2109731,0.1557481,-4.114303,-2.292971,9.077861,arm_curl
-0.9565384,0.2155611,0.1504017,3.052894,-2.0947,7.708223,arm_curl
-0.9457378,0.2599415,0.1690058,3.037868,0.1365789,4.410404,arm_curl
-0.9477433,0.2603201,0.1265739,2.298913,0.6243068,-0.6622224,arm_curl
-0.9625267,0.3087676,0.1526234,2.876928,0.1472135,-5.634343,arm_curl
-0.9909735,0.2450837,0.1841951,-2.503366,-1.498211,-9.908616,arm_curl
-0.9998691,0.246322,0.1942004,-0.9078782,-4.069909,-10.17619,arm_curl
-1.007712,0.2619099,0.1950608,-0.9087295,-6.045004,-9.843481,arm_curl
-1.004373,0.2043162,0.2125695,-5.305245,-9.696628,-9.737101,arm_curl
-0.9809829,0.2038356,0.189202,-4.377627,-8.90173,-5.331267,arm_curl
-0.966414,0.2043065,0.1894373,-3.331263,-7.801461,-3.192054,arm_curl
-0.9426663,0.1517772,0.2249167,2.077999,-4.313147,0.2360642,arm_curl
-0.9338702,0.1379651,0.2000279,0.2772396,-0.6594698,6.067387,arm_curl
-0.9513646,0.1815698,0.1895053,3.128799,3.274832,10.70804,arm_curl
-0.9799384,0.226498,0.1876182,-0.6266891,5.288003,12.21227,arm_curl
-0.9774505,0.2413548,0.195928,-4.755315,6.328273,11.84007,arm_curl
-0.9778172,0.2294123,0.1910029,-12.45395,7.45324,8.924324,arm_curl
-0.9691722,0.2276505,0.1811775,-16.30511,8.127334,6.858505,arm_curl
-0.9829148,0.2417764,0.1753565,-15.27203,8.221749,4.918567,arm_curl
-0.9715582,0.2112838,0.1764531,-12.46119,8.525457,3.316128,arm_curl
-0.9743464,0.2409582,0.1718548,-12.10373,8.14124,1.587622,arm_curl
-0.9794881,0.2650656,0.171273,-8.443095,5.614569,-1.796425,arm_curl
-0.9817275,0.2731222,0.167872,-10.22669,3.86009,-4.846734,arm_curl
-0.9901991,0.2586137,0.1606383,-11.24342,0.6088493,-7.728502,arm_curl
-1.003789,0.2403405,0.1443424,-14.82097,-1.852129,-10.90519,arm_curl
-1.011274,0.2498819,0.1381503,-9.845058,-4.62212,-12.21854,arm_curl
-0.9962965,0.1910644,0.1858248,-6.193463,-7.115474,-11.06729,arm_curl
-0.9796714,0.2229871,0.1824825,-6.524819,-6.300547,-9.046113,arm_curl
-0.9571038,0.2156874,0.1943555,-7.834237,-6.119467,-8.450655,arm_curl
-0.943098,0.2333993,0.1553644,-6.481591,-3.654828,-8.781633,arm_curl
-0.9645293,0.2008781,0.1973886,-10.52813,-2.340832,-9.11658,arm_curl
-0.9677712,0.1903039,0.1641136,-12.15771,0.3731201,-8.377709,arm_curl
-0.9823828,0.1870377,0.1950352,-11.60844,2.46113,-7.13631,arm_curl
-0.9696341,0.2057491,0.1649091,-17.01298,11.8799,-5.349752,arm_curl
-1.005503,0.1938943,0.1092135,-24.67101,20.21462,-3.210431,arm_curl
-1.012501,0.1900028,0.2209026,-40.79771,22.93253,-4.601636,arm_curl
-1.023797,0.06673675,0.2063581,-40.21258,25.40876,11.97656,arm_curl
-1.049771,0.06839462,0.243306,-26.56587,28.40019,33.8691,arm_curl
-1.055983,0.1731917,0.1701644,-9.292125,23.72794,64.6504,arm_curl
-1.065071,0.3192149,0.1656553,4.55698,14.39751,102.1917,arm_curl
-1.062037,0.4076171,0.1305983,-4.249946,15.04347,122.4779,arm_curl
-1.037545,0.4340142,0.08391489,-2.267867,14.20998,145.9579,arm_curl
-0.9081159,0.6127431,-0.01640472,15.25733,9.47808,178.1069,arm_curl
-0.7878346,0.698546,-0.03195069,15.62877,5.127564,194.8394,arm_curl
-0.6569071,0.8396618,-0.03491574,19.24196,-0.6055396,201.7544,arm_curl
-0.4921632,0.9793338,-0.08127294,26.92679,2.69891,207.9867,arm_curl
-0.2774698,1.003728,-0.001255091,37.21772,20.94199,209.4043,arm_curl
-0.1449478,1.062538,-0.0340367,29.37747,45.54739,206.965,arm_curl
-0.059472,0.9899263,-0.1143863,3.189232,50.16723,196.4385,arm_curl
-0.02970638,1.012,-0.1461995,-0.2876617,47.86014,195.2088,arm_curl
0.1063554,0.9947016,-0.06103038,10.53364,47.93038,184.2224,arm_curl
0.1676817,0.9812236,-0.03162407,1.366026,52.84473,158.3213,arm_curl
0.2615157,0.8883647,-0.09777209,-1.017454,51.9871,133.6358,arm_curl
0.2974005,0.8649686,-0.08033892,-2.341716,48.94129,117.2627,arm_curl
0.3528195,0.8132399,-0.03770015,0.9932663,45.14698,93.37596,arm_curl
0.4356221,0.7594567,0.01661289,6.96113,42.09036,69.1239,arm_curl
0.5262704,0.7202617,0.03284132,13.07311,42.47697,60.58125,arm_curl
0.5958208,0.7190736,0.02697137,25.99764,39.13216,54.08543,arm_curl
0.6022477,0.756264,0.05290831,39.26494,40.85155,47.39249,arm_curl
0.5941711,0.7787311,0.04708843,28.54548,18.87446,25.12404,arm_curl
0.5763203,0.7609512,0.02010956,11.43858,-11.59868,4.164184,arm_curl
0.5814798,0.7838916,0.03358139,-0.08472585,-38.85382,-12.58654,arm_curl
0.5823041,0.7741554,0.009944615,-8.993722,-68.24872,-47.10035,arm_curl
0.5991526,0.7448019,-0.03387668,-13.77959,-75.63055,-68.0813,arm_curl
0.5355457,0.7685205,-0.112773,-8.427788,-71.76882,-80.90729,arm_curl
0.5072557,0.8048571,-0.07049618,-15.76164,-71.06394,-86.8182,arm_curl
0.44446,0.8539897,-0.1469982,-11.74483,-63.84916,-97.03655,arm_curl
0.3974909,0.8644015,-0.1474157,-10.70587,-61.38079,-105.3625,arm_curl
0.3187089,0.8894614,-0.1565955,-2.312518,-55.53929,-110.6787,arm_curl
0.247378,0.945838,-0.2010411,9.53055,-52.88401,-115.398,arm_curl
0.200025,0.9904669,-0.1156197,13.4454,-48.63137,-114.0109,arm_curl
0.1004873,1.083064,-0.1727163,9.762833,-40.96176,-118.9026,arm_curl
0.02108649,1.072117,-0.2187749,5.950013,-30.95572,-117.4109,arm_curl
-0.06251445,1.030813,-0.1666125,1.255061,-32.24934,-109.0843,arm_curl
-0.1645991,1.028109,-0.1507324,-10.93439,-33.49994,-107.4464,arm_curl
-0.2753998,0.9941466,-0.1786055,-18.73293,-28.85738,-105.6149,arm_curl
-0.3288359,0.9883666,-0.1291386,-16.24054,-24.1215,-101.2721,arm_curl
-0.4523536,1.015713,-0.1803462,-26.77618,-20.66385,-107.4014,arm_curl
-0.472021,0.8928445,-0.1575675,-11.86667,-24.2887,-99.44216,arm_curl
-0.4962366,0.8896028,-0.09643518,-2.558054,-28.04128,-98.99699,arm_curl
-0.5429618,0.8236234,-0.01717094,-5.41309,-23.78599,-101.3174,arm_curl
-0.6406308,0.8159464,-0.01908057,-11.88414,-27.18432,-105.3248,arm_curl
-0.6918864,0.7401019,-0.06429917,-15.34606,-27.45897,-110.1209,arm_curl
-0.7920303,0.6496355,-0.01621708,-16.0944,-29.85856,-111.0009,arm_curl
-0.7823521,0.6447304,-0.06427157,-8.566201,-31.13701,-113.2443,arm_curl
-0.8734556,0.4769157,-0.006795896,-12.74623,-30.52352,-114.5943,arm_curl
-0.9083541,0.4733143,0.004576247,-9.192235,-28.93657,-101.4051,arm_curl
-1.076343,0.2479793,0.2041081,-20.80623,-18.43167,-98.60325,arm_curl
-1.03004,0.2553708,0.1314627,-26.58054,-15.59121,-76.88825,arm_curl
-1.037573,0.1972691,0.06873664,-15.99786,-14.91121,-60.17419,arm_curl
-0.9893508,0.08672158,0.1710777,22.44262,-16.25268,-40.47341,arm_curl
-0.9935823,0.2630898,0.1435049,15.50392,-14.31321,-24.90029,arm_curl
-0.9945689,0.2485748,0.1304202,2.208941,-11.79717,-14.37925,arm_curl
-1.009854,0.1934137,0.1493091,-0.2524832,-11.79561,-3.601227,arm_curl
-1.013838,0.1804873,0.129549,7.811757,-10.79313,1.253155,arm_curl
-1.020621,0.1952536,0.1446148,7.583078,-9.627867,8.363614,arm_curl
-0.9868524,0.2839144,0.1133673,17.01837,-9.757632,11.41505,arm_curl
-0.9749538,0.3054274,0.1386841,6.815519,-9.495567,6.897704,arm_curl
-0.9695653,0.2407766,0.1458811,0.09323059,-8.672811,5.016783,arm_curl
-0.9420118,0.2139796,0.1336615,7.18784,-8.261939,2.965676,arm_curl
-0.9609944,0.2379588,0.1823353,6.744196,-6.147512,3.75094,arm_curl
-0.9357834,0.2638949,0.1670946,12.79918,-3.792104,2.690877,arm_curl
-0.9401908,0.2665869,0.159505,10.31132,-2.08558,-0.6356138,arm_curl
-0.9570275,0.2490095,0.1750319,9.307003,-0.3150054,-3.911537,arm_curl
-0.9894034,0.2109365,0.1346633,11.34082,-0.7473124,-5.685583,arm_curl
-0.9925659,0.2716769,0.1934381,12.50495,-1.114027,-8.235742,arm_curl
-0.9894828,0.2649829,0.1936896,4.555908,-1.909988,-9.873896,arm_curl
-0.9819971,0.2204632,0.204206,0.9635298,-3.68449,-9.544485,arm_curl
-0.9841844,0.2301677,0.1997851,6.894241,-5.998364,-6.903861,arm_curl
-0.9850016,0.1929324,0.218032,-3.827181,-5.74662,-4.635455,arm_curl
-0.9724385,0.1578529,0.2177543,1.207485,-4.869414,2.23966,arm_curl
-0.9743641,0.1698749,0.1984409,-1.327049,-2.78432,8.493344,arm_curl
-0.9707319,0.170928,0.1880621,-2.809113,-1.97581,13.26032,arm_curl
-0.9621431,0.2026273,0.1741808,0.7015113,-1.659518,15.74809,arm_curl
-0.9667878,0.2430128,0.1944037,-0.2773225,-0.30929,15.37159,arm_curl
-0.9723736,0.2602156,0.1687344,-3.304258,0.7756526,11.02075,arm_curl
-0.9735523,0.2170388,0.1894692,-7.97717,1.572716,7.449595,arm_curl
-0.9686247,0.2367794,0.1717721,-2.90966,3.271482,5.850736,arm_curl
-0.9659619,0.2645711,0.1665331,-4.772912,2.581016,1.446205,arm_curl
-0.957666,0.2668122,0.1743757,-4.711725,3.782809,-2.113632,arm_curl
-0.9706553,0.2711514,0.1447752,-7.063819,3.671298,-6.949383,arm_curl
-0.9743633,0.2407526,0.153617,-7.04506,2.557908,-9.472987,arm_curl
-0.9838416,0.2806186,0.1782229,-5.340353,2.544132,-12.61753,arm_curl
-0.9955104,0.2439644,0.1748548,-15.01422,2.120559,-15.53554,arm_curl
-0.9805319,0.1944867,0.1838393,-23.72237,2.26994,-14.92716,arm_curl
-0.9853112,0.1511652,0.161649,-9.852805,1.163167,-10.07309,arm_curl
-0.9755415,0.2386909,0.1745649,-3.672287,-0.4213262,-8.5,arm_curl
-0.9826219,0.2353064,0.201816,-6.617071,-3.128733,-7.573712,arm_curl
-0.9790225,0.2351053,0.1991319,-1.928695,-4.456593,-6.165306,arm_curl
-0.976909,0.2333071,0.1580436,-9.985532,-2.760726,-7.946308,arm_curl
-0.9512739,0.1953265,0.173229,-10.61451,0.1324465,-9.431089,arm_curl
-0.9566993,0.1953566,0.09948648,-11.8853,0.9143663,-14.59159,arm_curl
-0.9621778,0.2239648,0.1609186,-16.40587,3.500394,-20.37806,arm_curl
-0.9938108,0.1446312,0.1810692,-23.27878,10.12066,-19.37682,arm_curl
-1.02568,0.1524903,0.1990627,-17.35228,15.33009,-7.813365,arm_curl
-1.011623,0.1004997,0.2484527,-25.07991,20.1413,9.283763,arm_curl
-1.019144,0.1434108,0.2175972,-36.00785,20.97664,31.04233,arm_curl
-1.019049,0.1948111,0.1827421,-20.98986,22.11103,59.86433,arm_curl
-1.054147,0.1521079,0.1789997,-2.95581,23.23538,83.38701,arm_curl
-1.067838,0.3296553,0.2031546,7.249923,20.05618,113.2695,arm_curl
-1.060695,0.392982,0.1289975,0.5957629,21.25533,139.5381,arm_curl
-1.034656,0.4589455,0.1122581,6.517585,12.98549,153.5509,arm_curl
-0.8848616,0.6322394,-0.07176516,11.43208,1.364826,183.3932,arm_curl
-0.7507715,0.754051,-0.1050098,25.07378,-2.398368,204.696,arm_curl
-0.56306,0.9239473,-0.03017497,27.79951,9.792377,218.7205,arm_curl
-0.3824694,1.007264,-0.02048665,19.5783,25.61106,220.5974,arm_curl
-0.2533735,0.9737915,-0.09425433,21.07443,31.83641,217.512,arm_curl
-0.07394311,0.9826454,-0.1092276,26.34911,35.83302,216.9974,arm_curl
0.02634101,1.090454,-0.09362257,27.47205,51.75187,206.4855,arm_curl
0.09270681,1.005492,-0.09155926,17.30883,57.46183,194.5834,arm_curl
0.2109899,0.9546043,-0.06169894,6.655737,62.46654,167.4785,arm_curl
0.2803942,0.8941052,-0.03319252,7.455057,65.19444,153.3123,arm_curl
0.3572715,0.8941653,-0.07483868,1.795217,64.56223,126.1618,arm_curl
0.362194,0.8172884,-0.05956818,-6.91811,62.83534,101.6233,arm_curl
0.4288721,0.773284,-0.009776489,-2.904744,56.22704,86.98615,arm_curl
0.5313354,0.7077867,0.01238898,8.115347,49.22936,55.73069,arm_curl
0.5463263,0.6712411,0.05476895,15.2111,44.62981,43.52919,arm_curl
0.6076944,0.7053125,0.09004627,20.06158,35.5656,32.51419,arm_curl
0.6321027,0.6927694,0.02185524,24.22714,21.13115,27.46606,arm_curl
0.6441156,0.7004852,0.06022981,16.80453,-1.631709,19.23092,arm_curl
0.634067,0.741138,0.04479726,4.561483,-38.51444,-5.653327,arm_curl
0.6417303,0.7456117,0.03927544,-3.216366,-60.82236,-25.41819,arm_curl
0.6479718,0.7381155,-0.004454629,-8.483586,-75.74022,-52.13972,arm_curl
0.6048043,0.7524918,-0.0233657,-5.56055,-75.89127,-67.1655,arm_curl
0.5351102,0.7923045,-0.06407808,-17.85206,-75.75467,-75.50394,arm_curl
0.5239664,0.8031861,-0.09616947,-17.61366,-67.10424,-85.24764,arm_curl
0.430173,0.8558981,-0.09778023,-17.91417,-60.68348,-97.39581,arm_curl
0.367972,0.8744606,-0.1235835,-9.126609,-53.12393,-111.2952,arm_curl
0.244172,0.971083,-0.1616515,-2.289822,-42.89156,-121.5216,arm_curl
0.1952787,0.9511707,-0.1910662,-2.964508,-42.78871,-124.4845,arm_curl
0.1330903,0.9731944,-0.1419484,7.741154,-41.99362,-125.5946,arm_curl
0.07663104,0.9952364,-0.1235594,5.725473,-41.25318,-126.5436,arm_curl
-0.03861929,1.033917,-0.1669063,2.552065,-32.88311,-126.5225,arm_curl
-0.1642526,1.038419,-0.140093,4.164348,-38.38772,-123.9213,arm_curl
-0.2063242,1.060627,-0.07539712,1.57341,-41.30349,-123.1085,arm_curl
-0.3197826,1.015234,-0.1947551,-7.717968,-28.51294,-122.6097,arm_curl
-0.4316671,0.9440712,-0.1456206,-18.76644,-26.25206,-118.2149,arm_curl
-0.4994188,0.9376136,-0.1330999,-15.20003,-26.28575,-114.0191,arm_curl
-0.5834702,0.8382933,-0.09605837,-15.56241,-30.2524,-108.8217,arm_curl
-0.6317698,0.8709062,-0.03376475,-11.46545,-22.17309,-103.5849,arm_curl
-0.7033921,0.7293391,-0.08610868,-24.13054,-22.41657,-104.7619,arm_curl
-0.7376059,0.7079486,-0.03638775,-18.52468,-24.72366,-100.9318,arm_curl
-0.7744251,0.7085395,-0.02523942,-17.73021,-22.81606,-101.8724,arm_curl
-0.7927598,0.6291616,-0.07223037,-16.53962,-27.26754,-102.1275,arm_curl
-0.8775151,0.5451656,0.006335941,-0.06664208,-29.78549,-102.6058,arm_curl
-0.9151107,0.4182698,0.01650086,3.941594,-27.96875,-91.43623,arm_curl
-1.058479,0.3069128,0.06895834,-6.132831,-25.95746,-74.4231,arm_curl
-1.034652,0.3218602,0.008937237,-2.932977,-20.21941,-64.76837,arm_curl
-1.369577,0.1628971,-0.1949756,12.31982,-16.42361,-52.16285,arm_curl
-0.8052601,0.3703089,0.4421112,5.409865,-17.6276,-44.84758,arm_curl
-0.8493507,0.3832975,0.05526695,6.48542,-19.8433,-33.00586,arm_curl
-1.051636,0.2467075,0.1352205,-4.326019,-12.00714,-28.81274,arm_curl
-0.8773512,0.23247,0.2119935,-8.599106,-10.13705,-19.62146,arm_curl
-1.130138,0.1351536,0.412976,-8.565803,-6.522972,-12.94597,arm_curl
-0.7605045,0.2167204,0.5875216,8.118641,-12.3403,-3.589959,arm_curl
-0.5963194,0.2820847,0.4965558,-2.076262,-7.585822,3.754142,arm_curl
-1.508236,0.1179976,-0.1532365,-11.91044,-0.7516199,5.2351,arm_curl
-1.095114,0.1515062,0.2199462,-7.654365,-4.2276,9.090225,arm_curl
-1.033257,0.2114557,0.1629871,-5.858353,-4.310863,11.11293,arm_curl
-1.165162,0.1832428,-0.05964498,-4.176959,-3.947934,9.993682,arm_curl
-0.9313465,0.2453061,0.2378833,-0.1706033,-3.064755,8.321779,arm_curl
-1.159045,0.2377636,0.0437477,2.520024,-2.710783,3.118524,arm_curl
-0.872634,0.2970065,0.178821,-1.230596,-1.603645,0.5567447,arm_curl
-1.022281,0.2181808,0.1643268,-1.447171,0.4261012,-2.476561,arm_curl
-0.9545108,0.2022941,0.181465,1.718352,-0.1201096,-4.118561,arm_curl
-1.017389,0.2548442,0.1654703,0.3576502,0.6958092,-4.659456,arm_curl
-0.9804322,0.2785099,0.1752613,-2.463363,-1.992435,-6.766836,arm_curl
-1.000932,0.2393125,0.1701614,-5.97461,-3.324701,-8.034693,arm_curl
-0.9875515,0.2158721,0.1622659,-4.97928,-6.686992,-7.410534,arm_curl
-0.9830037,0.1760645,0.1731497,-5.336502,-7.81323,-7.100602,arm_curl
-0.959654,0.1988397,0.1955206,-3.945709,-6.879534,-3.708485,arm_curl
-0.9469355,0.1968326,0.1599857,-1.952268,-7.219162,-2.766551,arm_curl
-0.9949406,0.1253081,0.1938764,-0.1762711,-6.546885,2.497347,arm_curl
-1.012772,0.138724,0.224584,2.535135,-3.896449,10.24398,arm_curl
-1.003749,0.1540629,0.2188048,-7.133467,-0.4963949,14.77837,arm_curl
-0.965924,0.1981121,0.1807057,-8.726754,1.576225,17.11365,arm_curl
-0.964757,0.2325564,0.1843831,-4.59049,1.584056,14.96424,arm_curl
-0.9611507,0.2338122,0.1720909,-4.431377,2.193179,11.61733,arm_curl
-0.9709303,0.2256042,0.1867668,-4.43464,2.210285,6.140051,arm_curl
-0.9737647,0.2329282,0.1969876,-4.070947,3.179451,4.158059,arm_curl
-0.9611525,0.225993,0.1822143,-4.598744,4.678097,-1.183437,arm_curl
-0.9657782,0.2352827,0.1688552,-4.315369,5.021179,-4.208265,arm_curl
-0.9771049,0.2483177,0.1664363,0.3517042,4.912362,-7.122246,arm_curl
-0.9785651,0.2441968,0.1768265,-1.324637,4.825564,-10.98742,arm_curl
-0.9814655,0.2248969,0.1690562,-7.987037,3.417518,-12.8385,arm_curl
-0.9839712,0.2389706,0.1729648,-4.549547,1.364195,-14.05821,arm_curl
-0.9834793,0.2158623,0.1885417,-8.275715,-0.1274426,-14.45604,arm_curl
-1.003851,0.2091791,0.1960687,-0.3404803,-2.454422,-11.46641,arm_curl
-0.9786491,0.2263587,0.173377,1.990002,-5.146367,-7.501326,arm_curl
-0.9796017,0.2302288,0.1795058,-0.6089401,-5.481536,-6.028145,arm_curl
-0.9615483,0.2009693,0.1533826,-4.317876,-4.561261,-7.541521,arm_curl
-0.9834307,0.2458315,0.1903134,5.476503,-5.251477,-7.378133,arm_curl
-0.93095,0.2044481,0.1613522,-26.54202,-1.966371,-16.47317,arm_curl
-1.013132,0.08261106,0.2552128,-64.16886,23.48015,-16.06507,arm_curl
-1.064252,0.2816495,0.2560335,-37.907,25.94887,0.7320519,arm_curl
-0.9677112,0.1679339,0.1913097,-32.31384,18.63542,15.04327,arm_curl
-1.02693,0.2313667,0.2353087,-21.724,15.94817,40.99071,arm_curl
-1.029561,0.1985253,0.1696947,-8.263304,14.12383,60.30936,arm_curl
-1.041504,0.270648,0.1571797,8.579599,12.20231,93.65218,arm_curl
-1.048601,0.3219001,0.1122743,13.86877,11.46402,120.004,arm_curl
