x_accel,y_accel,z_accel,excercise
0.1538,0.809,-0.3853,arm_curl
0.146,0.8246,-0.4169,arm_curl
0.146,0.809,-0.4011,arm_curl
0.1538,0.7855,-0.3853,arm_curl
0.146,0.762,-0.4565,arm_curl
0.1226,0.7933,-0.4486,arm_curl
0.1382,0.7699,-0.4486,arm_curl
0.1382,0.7777,-0.3695,arm_curl
0.1304,0.7386,-0.4011,arm_curl
0.1304,0.7229,-0.4011,arm_curl
0.1382,0.7307,-0.3537,arm_curl
0.1304,0.7229,-0.3695,arm_curl
0.1304,0.7464,-0.3457,arm_curl
0.0914,0.7307,-0.3695,arm_curl
0.0836,0.7229,-0.3616,arm_curl
0.0992,0.7229,-0.3299,arm_curl
0.146,0.6838,-0.322,arm_curl
0.0992,0.7073,-0.3141,arm_curl
0.0524,0.7229,-0.2192,arm_curl
0.068,0.7307,-0.2429,arm_curl
0.0446,0.7229,-0.1954,arm_curl
0.0211,0.7073,-0.2192,arm_curl
0.0133,0.6916,-0.2112,arm_curl
-0.0101,0.6838,-0.1163,arm_curl
-0.0179,0.6916,-0.1479,arm_curl
-0.0335,0.6916,-0.0293,arm_curl
-0.1037,0.6604,-0.0451,arm_curl
-0.1193,0.6525,0.0024,arm_curl
-0.2052,0.6838,0.121,arm_curl
-0.213,0.6291,0.0815,arm_curl
-0.2208,0.6838,0.121,arm_curl
-0.2676,0.7073,0.121,arm_curl
-0.291,0.6838,0.0182,arm_curl
-0.2754,0.7229,0.0498,arm_curl
-0.2988,0.7386,0.0736,arm_curl
-0.33,0.7229,0.0261,arm_curl
-0.3535,0.7699,0.034,arm_curl
-0.3769,0.7542,0.0498,arm_curl
-0.4237,0.7073,0.121,arm_curl
-0.5095,0.6447,0.1764,arm_curl
-0.5798,0.5978,0.2476,arm_curl
-0.4549,0.6134,0.2951,arm_curl
-0.5486,0.6213,0.2714,arm_curl
-0.6344,0.5978,0.1923,arm_curl
-0.6032,0.5978,0.1527,arm_curl
-0.6266,0.6447,0.121,arm_curl
-0.7203,0.6056,0.0657,arm_curl
-0.6968,0.5509,0.121,arm_curl
-0.7359,0.5352,0.1685,arm_curl
-0.65,0.4414,0.121,arm_curl
-0.8061,0.4726,0.1685,arm_curl
-0.7983,0.4101,0.121,arm_curl
-0.8685,0.3944,0.0815,arm_curl
-0.8607,0.3788,0.0498,arm_curl
-0.97,0.3788,0.0261,arm_curl
-0.9466,0.3397,0.0657,arm_curl
-0.8841,0.2693,0.121,arm_curl
-0.9466,0.1989,0.0894,arm_curl
-1.0168,0.1833,0.0894,arm_curl
-1.0402,0.1754,0.121,arm_curl
-0.9856,0.1285,0.0578,arm_curl
-1.1261,0.0972,-0.0372,arm_curl
-1.1027,0.0659,-0.0926,arm_curl
-1.048,0.0816,-0.0609,arm_curl
-1.1417,0.0034,0.0578,arm_curl
-1.1963,-0.0905,0.0024,arm_curl
-1.0558,-0.0749,0.0182,arm_curl
-1.1417,-0.1061,-0.0214,arm_curl
-1.1573,-0.1922,-0.1717,arm_curl
-1.1027,-0.1374,-0.1321,arm_curl
-1.1183,-0.1922,-0.1242,arm_curl
-1.2275,-0.2313,-0.1479,arm_curl
-1.2509,-0.2,-0.0926,arm_curl
-1.1417,-0.2391,0.0498,arm_curl
-1.1105,-0.3877,0.0103,arm_curl
-1.1807,-0.4659,0.0498,arm_curl
-1.1495,-0.4816,0.0103,arm_curl
-1.0871,-0.4581,0.0182,arm_curl
-1.1261,-0.4737,-0.1005,arm_curl
-1.1417,-0.4425,-0.1163,arm_curl
-1.1105,-0.3877,-0.0767,arm_curl
-1.048,-0.3721,0.0815,arm_curl
-1.0871,-0.4816,0.121,arm_curl
-1.1027,-0.6067,0.0419,arm_curl
-1.048,-0.552,0.0182,arm_curl
-1.048,-0.5832,0.0261,arm_curl
-1.0324,-0.5989,-0.0688,arm_curl
-1.009,-0.5754,-0.0451,arm_curl
-0.9466,-0.5754,-0.0688,arm_curl
-1.0012,-0.5598,-0.0134,arm_curl
-1.0636,-0.6536,-0.0451,arm_curl
-0.931,-0.6536,-0.053,arm_curl
-0.9388,-0.6693,-0.0688,arm_curl
-0.9388,-0.724,-0.0688,arm_curl
-0.8998,-0.7318,-0.0451,arm_curl
-0.9232,-0.7475,-0.0451,arm_curl
-0.8763,-0.7631,-0.0767,arm_curl
-0.9466,-0.7475,0.0103,arm_curl
-0.9076,-0.8101,0.0182,arm_curl
-0.8139,-0.8022,-0.0134,arm_curl
-0.8529,-0.8022,0.0182,arm_curl
-0.8998,-0.857,0.0657,arm_curl
-0.7983,-0.9274,0.0024,arm_curl
-0.7515,-0.8805,-0.053,arm_curl
-0.8061,-0.857,-0.0134,arm_curl
-0.7437,-0.9274,-0.0055,arm_curl
-0.7359,-0.943,-0.0214,arm_curl
-0.7046,-0.9274,-0.0293,arm_curl
-0.6578,-0.9196,0.0261,arm_curl
-0.6812,-0.9743,0.034,arm_curl
-0.65,-0.9743,0.0261,arm_curl
-0.5954,-0.9978,-0.0293,arm_curl
-0.6188,-0.9665,0.0024,arm_curl
-0.5876,-0.9978,0.0024,arm_curl
-0.533,-1.0134,0.0024,arm_curl
-0.5173,-1.0212,0.0578,arm_curl
-0.533,-1.0212,0.0182,arm_curl
-0.5095,-1.0212,0.0103,arm_curl
-0.4783,-0.9899,0.0261,arm_curl
-0.4861,-0.9821,0.0261,arm_curl
-0.4549,-0.9978,-0.0055,arm_curl
-0.4393,-0.9821,-0.0293,arm_curl
-0.4237,-0.9978,0.0261,arm_curl
-0.3925,-0.9899,0.0261,arm_curl
-0.3613,-1.0056,-0.0214,arm_curl
-0.3535,-1.0291,0.034,arm_curl
-0.291,-1.0603,-0.053,arm_curl
-0.4783,-0.9978,0.0657,arm_curl
-0.3378,-1.0134,0.0419,arm_curl
-0.3144,-1.0291,0.0182,arm_curl
-0.3378,-1.0291,-0.0214,arm_curl
-0.3144,-0.9978,-0.053,arm_curl
-0.2988,-0.9743,-0.053,arm_curl
-0.2988,-0.9743,-0.053,arm_curl
-0.33,-0.9899,-0.0293,arm_curl
-0.213,-1.0291,-0.1163,arm_curl
-0.3691,-0.9743,-0.0134,arm_curl
-0.2988,-0.9821,-0.0372,arm_curl
-0.2676,-0.9978,-0.0847,arm_curl
-0.3144,-0.9821,-0.0609,arm_curl
-0.3378,-0.9899,-0.0609,arm_curl
-0.3691,-0.9899,-0.0609,arm_curl
-0.3222,-0.9587,-0.0293,arm_curl
-0.3457,-0.9743,-0.0767,arm_curl
-0.3378,-0.9899,-0.0767,arm_curl
-0.3535,-0.9587,-0.0847,arm_curl
-0.33,-0.9743,-0.0767,arm_curl
-0.3378,-0.9899,-0.0688,arm_curl
-0.3378,-0.9899,-0.0847,arm_curl
-0.3457,-0.9899,-0.0688,arm_curl
-0.3378,-1.0134,-0.0847,arm_curl
-0.33,-0.9821,-0.0767,arm_curl
-0.3222,-0.9899,-0.0609,arm_curl
-0.3222,-0.9978,-0.0926,arm_curl
-0.291,-0.9899,-0.0372,arm_curl
-0.2988,-1.0291,-0.0214,arm_curl
-0.3066,-1.0291,-0.0055,arm_curl
-0.3457,-0.9978,-0.0293,arm_curl
-0.3378,-1.0134,-0.0214,arm_curl
-0.3457,-1.0291,-0.0293,arm_curl
-0.3378,-1.0056,-0.053,arm_curl
-0.3769,-0.9978,-0.0134,arm_curl
-0.3535,-1.0291,-0.0134,arm_curl
-0.3378,-1.0212,-0.0293,arm_curl
-0.3613,-1.0291,0.0182,arm_curl
-0.3457,-1.0291,0.0103,arm_curl
-0.3847,-1.0447,0.0103,arm_curl
-0.3457,-1.0212,0.034,arm_curl
-0.3613,-1.0291,0.0419,arm_curl
-0.3457,-1.0291,0.0419,arm_curl
-0.3613,-1.0447,0.0578,arm_curl
-0.3378,-1.0212,0.0657,arm_curl
-0.3535,-1.0212,0.0578,arm_curl
-0.33,-1.0291,0.0261,arm_curl
-0.3535,-1.0134,0.0578,arm_curl
-0.3691,-1.0291,0.121,arm_curl
-0.3457,-1.0525,0.121,arm_curl
-0.3222,-1.0447,0.121,arm_curl
-0.3535,-1.0291,0.0973,arm_curl
-0.3847,-1.0212,0.0261,arm_curl
-0.4237,-1.0056,0.0578,arm_curl
-0.4315,-1.0056,0.0578,arm_curl
-0.4471,-1.0291,0.0498,arm_curl
-0.4861,-1.0212,0.0498,arm_curl
-0.4783,-0.9978,0.0894,arm_curl
-0.5173,-1.0056,0.0736,arm_curl
-0.5251,-0.9899,0.0578,arm_curl
-0.5642,-0.9587,0.0894,arm_curl
-0.6188,-0.9665,0.034,arm_curl
-0.65,-0.9665,0.0103,arm_curl
-0.65,-0.9587,0.034,arm_curl
-0.6812,-0.9508,0.0657,arm_curl
-0.7125,-0.9587,0.0815,arm_curl
-0.7749,-0.9743,0.0657,arm_curl
-0.7983,-0.9117,0.0578,arm_curl
-0.7671,-0.9665,0.0498,arm_curl
-0.8373,-0.9274,0.0973,arm_curl
-0.8685,-0.9196,0.121,arm_curl
-0.8529,-0.8726,0.129,arm_curl
-0.9154,-0.8805,0.1527,arm_curl
-0.9622,-0.8961,0.2081,arm_curl
-0.9232,-0.8492,0.2002,arm_curl
-0.931,-0.8179,0.2397,arm_curl
-0.9856,-0.8022,0.2002,arm_curl
-1.009,-0.7553,0.2002,arm_curl
-0.9622,-0.724,0.2397,arm_curl
-0.97,-0.7397,0.2239,arm_curl
-1.009,-0.6693,0.2002,arm_curl
-0.9622,-0.6693,0.1764,arm_curl
-0.9544,-0.5989,0.1923,arm_curl
-1.009,-0.5754,0.2476,arm_curl
-1.009,-0.5598,0.216,arm_curl
-1.0324,-0.505,0.2081,arm_curl
-1.0558,-0.4894,0.2239,arm_curl
-1.0402,-0.4503,0.2635,arm_curl
-1.0714,-0.4425,0.2872,arm_curl
-1.1183,-0.3955,0.2239,arm_curl
-1.0793,-0.3642,0.1923,arm_curl
-1.1027,-0.2938,0.2476,arm_curl
-1.0949,-0.3251,0.2318,arm_curl
-1.0949,-0.2782,0.2397,arm_curl
-1.1495,-0.2078,0.216,arm_curl
-1.0793,-0.1687,0.216,arm_curl
-1.1027,-0.1531,0.2239,arm_curl
-1.1105,-0.1218,0.2081,arm_curl
-1.0714,-0.0905,0.2555,arm_curl
-1.1105,-0.0827,0.2555,arm_curl
-1.0871,-0.0592,0.2635,arm_curl
-1.048,-0.0279,0.2951,arm_curl
-1.1027,-0.0123,0.2318,arm_curl
-1.048,0.0503,0.2239,arm_curl
-1.0324,0.0659,0.2476,arm_curl
-1.0402,0.0894,0.2002,arm_curl
-1.0324,0.1441,0.2555,arm_curl
-0.9778,0.1989,0.2239,arm_curl
-1.0012,0.1754,0.2793,arm_curl
-0.9544,0.2067,0.2635,arm_curl
-0.9778,0.2224,0.2635,arm_curl
-0.9544,0.2615,0.303,arm_curl
-0.9076,0.2693,0.2555,arm_curl
-0.9232,0.2928,0.2951,arm_curl
-0.8998,0.3006,0.2793,arm_curl
-0.8763,0.3162,0.216,arm_curl
-0.8451,0.4257,0.2793,arm_curl
-0.8685,0.4257,0.2476,arm_curl
-0.8295,0.4101,0.2555,arm_curl
-0.8061,0.4179,0.2555,arm_curl
-0.7983,0.4414,0.2318,arm_curl
-0.7983,0.4805,0.2793,arm_curl
-0.8061,0.4726,0.2714,arm_curl
-0.7749,0.4961,0.2318,arm_curl
-0.7203,0.5039,0.2793,arm_curl
-0.7203,0.4805,0.3188,arm_curl
-0.65,0.5039,0.2318,arm_curl
-0.6578,0.5587,0.2476,arm_curl
-0.6812,0.5665,0.2002,arm_curl
-0.6266,0.5821,0.121,arm_curl
-0.6266,0.6291,0.1843,arm_curl
-0.5486,0.5821,0.1764,arm_curl
-0.4627,0.5196,0.121,arm_curl
-0.5251,0.6213,0.1369,arm_curl
-0.5095,0.6291,0.0578,arm_curl
-0.4783,0.6291,0.0657,arm_curl
-0.4393,0.6369,0.121,arm_curl
-0.4081,0.6838,0.0419,arm_curl
-0.3847,0.676,0.0103,arm_curl
-0.3222,0.6838,0.0024,arm_curl
-0.291,0.6838,-0.0055,arm_curl
-0.2988,0.7073,-0.0214,arm_curl
-0.291,0.7229,-0.0055,arm_curl
-0.2208,0.6838,-0.0214,arm_curl
-0.2208,0.7151,-0.1084,arm_curl
-0.1896,0.7229,-0.053,arm_curl
-0.1662,0.6995,-0.0847,arm_curl
-0.1583,0.7386,-0.1242,arm_curl
-0.1349,0.7151,-0.1321,arm_curl
-0.0725,0.7229,-0.2033,arm_curl
-0.1115,0.762,-0.2192,arm_curl
-0.0491,0.7073,-0.2429,arm_curl
-0.0725,0.7307,-0.2429,arm_curl
-0.0179,0.7229,-0.2983,arm_curl
-0.0491,0.7307,-0.2745,arm_curl
-0.0179,0.7229,-0.3378,arm_curl
0.0602,0.6838,-0.3695,arm_curl
0.0758,0.6916,-0.3932,arm_curl
0.0602,0.6838,-0.4249,arm_curl
0.0368,0.7073,-0.4249,arm_curl
0.0992,0.6604,-0.3932,arm_curl
0.1148,0.6291,-0.4407,arm_curl
0.1148,0.6134,-0.4011,arm_curl
0.1304,0.59,-0.4486,arm_curl
0.1226,0.6056,-0.5119,arm_curl
0.107,0.6604,-0.4802,arm_curl
0.1148,0.6447,-0.4723,arm_curl
0.1616,0.6291,-0.4802,arm_curl
0.1304,0.6682,-0.4802,arm_curl
0.146,0.6369,-0.5119,arm_curl
0.1382,0.6291,-0.5119,arm_curl
0.1148,0.6447,-0.4882,arm_curl
0.146,0.6682,-0.4407,arm_curl
0.1226,0.6682,-0.4644,arm_curl
0.107,0.7073,-0.4249,arm_curl
0.107,0.7307,-0.3853,arm_curl
0.068,0.7229,-0.409,arm_curl
0.0602,0.7229,-0.3774,arm_curl
0.0133,0.7229,-0.3616,arm_curl
0.0055,0.7229,-0.3062,arm_curl
0.0211,0.7307,-0.2508,arm_curl
-0.0179,0.7229,-0.1954,arm_curl
-0.0491,0.7464,-0.2508,arm_curl
-0.0803,0.7464,-0.1954,arm_curl
-0.1583,0.7229,-0.1321,arm_curl
-0.1662,0.6916,-0.1084,arm_curl
-0.1896,0.676,-0.0926,arm_curl
-0.2676,0.7151,-0.0688,arm_curl
-0.2988,0.7073,0.0182,arm_curl
-0.3144,0.6525,-0.0451,arm_curl
-0.3769,0.6525,0.0182,arm_curl
-0.3378,0.6525,-0.0609,arm_curl
-0.3925,0.6995,-0.0214,arm_curl
-0.4705,0.6916,0.2081,arm_curl
-0.4627,0.5509,0.0736,arm_curl
-0.4939,0.6291,0.121,arm_curl
-0.5798,0.6525,0.2555,arm_curl
-0.5642,0.5665,0.121,arm_curl
-0.5486,0.6213,0.129,arm_curl
-0.7359,0.6447,0.4059,arm_curl
-0.7281,0.4883,0.3109,arm_curl
-0.6656,0.5118,0.2872,arm_curl
-0.7437,0.59,0.3663,arm_curl
-0.8061,0.5118,0.3188,arm_curl
-0.7905,0.5039,0.303,arm_curl
-0.7827,0.5039,0.2397,arm_curl
-0.7437,0.5665,0.2714,arm_curl
-0.8139,0.5587,0.2476,arm_curl
-0.8607,0.4726,0.2476,arm_curl
-0.7983,0.4335,0.2872,arm_curl
-0.8529,0.371,0.2476,arm_curl
-0.9466,0.3397,0.2397,arm_curl
-0.8295,0.3162,0.2002,arm_curl
-0.8607,0.3006,0.2081,arm_curl
-0.931,0.324,0.1764,arm_curl
-0.8529,0.3319,0.303,arm_curl
-0.9154,0.2536,0.2951,arm_curl
-1.0402,0.1911,0.4375,arm_curl
-0.9934,0.0659,0.3188,arm_curl
-0.9934,0.0816,0.2793,arm_curl
-1.1105,0.1441,0.3188,arm_curl
-1.1027,0.0738,0.0261,arm_curl
-0.9622,0.2145,0.0736,arm_curl
-1.0558,0.1833,0.121,arm_curl
-0.97,0.0894,0.1527,arm_curl
-0.931,-0.0045,0.3109,arm_curl
-1.1495,-0.1531,0.1527,arm_curl
-1.0949,-0.114,0.1764,arm_curl
-1.1573,-0.0905,0.121,arm_curl
-1.1417,-0.1061,0.0182,arm_curl
-1.0714,-0.0514,0.1448,arm_curl
-1.1183,-0.1374,0.121,arm_curl
-1.048,-0.1531,0.303,arm_curl
-1.1807,-0.3173,0.2476,arm_curl
-1.1495,-0.3721,0.1369,arm_curl
-1.0949,-0.3173,0.0419,arm_curl
-1.1339,-0.2469,0.034,arm_curl
-1.1339,-0.2704,-0.0134,arm_curl
-1.0246,-0.2782,-0.0293,arm_curl
-1.1105,-0.3486,0.121,arm_curl
-1.0949,-0.4346,0.0973,arm_curl
-1.048,-0.4972,0.1369,arm_curl
-1.1807,-0.5676,0.121,arm_curl
-1.1105,-0.5676,-0.0055,arm_curl
-1.1105,-0.552,0.0024,arm_curl
-1.0949,-0.5598,-0.0847,arm_curl
-1.0168,-0.552,-0.1005,arm_curl
-0.9778,-0.5598,0.0103,arm_curl
-1.0871,-0.6693,0.0182,arm_curl
-1.048,-0.7162,0.034,arm_curl
-0.97,-0.724,0.0024,arm_curl
-1.0012,-0.7475,0.0578,arm_curl
-0.9544,-0.7944,0.0103,arm_curl
-0.9076,-0.7944,0.0103,arm_curl
-0.8919,-0.771,-0.0055,arm_curl
-0.8841,-0.7553,-0.0214,arm_curl
-0.8607,-0.7397,-0.0134,arm_curl
-0.8685,-0.7553,-0.0293,arm_curl
-0.8607,-0.7788,-0.0372,arm_curl
-0.8061,-0.7788,-0.0372,arm_curl
-0.7905,-0.7866,-0.0293,arm_curl
-0.7515,-0.8257,-0.0372,arm_curl
-0.7437,-0.8257,-0.0767,arm_curl
-0.7515,-0.8335,-0.0451,arm_curl
-0.7203,-0.7944,-0.0293,arm_curl
-0.7125,-0.8413,-0.0609,arm_curl
-0.6734,-0.8335,-0.0134,arm_curl
-0.6266,-0.8648,-0.0134,arm_curl
-0.6188,-0.9039,-0.0451,arm_curl
-0.6266,-0.9352,-0.0293,arm_curl
-0.6734,-0.9274,-0.0293,arm_curl
-0.65,-0.9821,-0.0372,arm_curl
-0.6344,-0.9899,-0.0055,arm_curl
-0.611,-1.0134,-0.0451,arm_curl
-0.572,-1.0134,-0.1163,arm_curl
-0.533,-0.9665,-0.0767,arm_curl
-0.4549,-0.9978,-0.1005,arm_curl
-0.4549,-1.0525,-0.1084,arm_curl
-0.4705,-1.0682,-0.1084,arm_curl
-0.4627,-1.0291,-0.1163,arm_curl
-0.3925,-1.0291,-0.14,arm_curl
-0.33,-1.0603,-0.1242,arm_curl
-0.3613,-1.0682,-0.1163,arm_curl
-0.3535,-1.0916,-0.1321,arm_curl
-0.3691,-1.0838,-0.1321,arm_curl
-0.3066,-1.0916,-0.1084,arm_curl
-0.2676,-1.0916,-0.1321,arm_curl
-0.2832,-1.076,-0.1163,arm_curl
-0.3066,-1.0447,-0.0767,arm_curl
-0.2988,-1.0682,-0.0293,arm_curl
-0.291,-1.0369,-0.0214,arm_curl
-0.2442,-1.0369,-0.053,arm_curl
-0.2754,-0.9978,-0.0847,arm_curl
-0.2598,-0.9821,-0.0293,arm_curl
-0.2364,-0.9899,-0.0451,arm_curl
-0.2442,-0.9978,-0.0926,arm_curl
-0.2598,-0.943,-0.0926,arm_curl
-0.2598,-0.9743,-0.053,arm_curl
-0.252,-0.9665,-0.0688,arm_curl
-0.2286,-0.9743,-0.053,arm_curl
-0.2364,-0.9665,-0.0293,arm_curl
-0.2286,-0.9821,-0.0451,arm_curl
-0.2598,-0.9821,-0.0293,arm_curl
-0.252,-0.9899,-0.0609,arm_curl
-0.2832,-0.9899,-0.0214,arm_curl
-0.2988,-1.0056,0.0103,arm_curl
-0.291,-0.9978,-0.0847,arm_curl
-0.2988,-0.9899,-0.0688,arm_curl
-0.2988,-0.9978,-0.0847,arm_curl
-0.2832,-0.9978,-0.0767,arm_curl
-0.2988,-0.9821,-0.053,arm_curl
-0.2832,-1.0056,-0.053,arm_curl
-0.2988,-0.9743,-0.0214,arm_curl
-0.2988,-0.9978,-0.0609,arm_curl
-0.3144,-0.9743,-0.0372,arm_curl
-0.3378,-0.9899,-0.0293,arm_curl
-0.3144,-0.9978,-0.0926,arm_curl
-0.3457,-1.0056,-0.0372,arm_curl
-0.33,-0.9821,-0.0688,arm_curl
-0.3144,-0.9978,-0.0688,arm_curl
-0.3066,-1.0134,-0.0372,arm_curl
-0.3222,-1.0291,-0.0372,arm_curl
-0.3378,-1.0056,-0.0451,arm_curl
-0.3378,-0.9821,-0.0293,arm_curl
-0.3144,-0.9978,-0.0372,arm_curl
-0.3378,-0.9978,-0.0134,arm_curl
-0.3222,-1.0056,-0.0214,arm_curl
-0.3378,-0.9978,-0.0055,arm_curl
-0.3222,-1.0291,-0.0134,arm_curl
-0.2988,-1.0369,-0.0372,arm_curl
-0.3144,-1.0291,0.0103,arm_curl
-0.33,-1.0447,0.0024,arm_curl
-0.3457,-1.0603,-0.0055,arm_curl
-0.3535,-1.0525,0.0024,arm_curl
-0.3535,-1.0682,0.0024,arm_curl
-0.2988,-1.0447,0.034,arm_curl
-0.3378,-1.076,0.0498,arm_curl
-0.3066,-1.0525,0.0103,arm_curl
-0.3144,-1.0212,0.0103,arm_curl
-0.3457,-1.0291,0.0498,arm_curl
-0.3222,-1.0369,0.0024,arm_curl
-0.3144,-1.0056,0.0103,arm_curl
-0.3457,-0.9978,0.0182,arm_curl
-0.3613,-0.9978,0.0261,arm_curl
-0.3769,-1.0134,0.0182,arm_curl
-0.3769,-1.0291,0.0578,arm_curl
-0.3691,-0.9821,0.0815,arm_curl
-0.4003,-1.0134,0.0973,arm_curl
-0.4237,-1.0291,0.0578,arm_curl
-0.4159,-1.0134,0.0578,arm_curl
-0.4159,-0.9978,0.0578,arm_curl
-0.4471,-0.9978,0.0182,arm_curl
-0.4705,-1.0212,0.0578,arm_curl
-0.4939,-0.9821,0.0419,arm_curl
-0.5095,-0.9978,0.0261,arm_curl
-0.5408,-0.9978,0.0024,arm_curl
-0.5251,-0.9821,0.0815,arm_curl
-0.533,-0.9899,0.0657,arm_curl
-0.6032,-0.9821,-0.0055,arm_curl
-0.6344,-0.9587,0.0578,arm_curl
-0.6188,-0.9743,0.0815,arm_curl
-0.6578,-1.0134,0.0578,arm_curl
-0.611,-1.0056,0.0815,arm_curl
-0.689,-0.9978,0.121,arm_curl
-0.7437,-1.0056,0.1606,arm_curl
-0.7983,-1.0525,0.1685,arm_curl
-0.7437,-1.076,0.1764,arm_curl
-0.7125,-1.0369,0.1923,arm_curl
-0.7827,-1.0212,0.1764,arm_curl
-0.7749,-1.0134,0.1685,arm_curl
-0.7437,-0.9821,0.121,arm_curl
-0.7671,-0.8883,0.0815,arm_curl
-0.7437,-0.857,0.0498,arm_curl
-0.7749,-0.8101,0.0261,arm_curl
-0.7749,-0.8022,0.0419,arm_curl
-0.8373,-0.7006,0.0182,arm_curl
-0.8529,-0.6693,0.0498,arm_curl
-0.8841,-0.6458,0.0024,arm_curl
-0.8685,-0.5832,-0.0214,arm_curl
-0.9388,-0.5285,0.0815,arm_curl
-0.9154,-0.5598,0.0736,arm_curl
-0.9232,-0.5363,0.1527,arm_curl
-0.9232,-0.5285,0.0815,arm_curl
-0.9232,-0.4737,0.121,arm_curl
-0.9934,-0.4112,0.1369,arm_curl
-1.0012,-0.4346,0.121,arm_curl
-1.0012,-0.3799,0.121,arm_curl
-0.97,-0.3642,0.0894,arm_curl
-1.0168,-0.2704,0.0973,arm_curl
-1.0324,-0.2547,0.0815,arm_curl
-1.009,-0.2469,0.1685,arm_curl
-1.048,-0.2782,0.1527,arm_curl
-1.0558,-0.2313,0.1606,arm_curl
-1.048,-0.1765,0.1923,arm_curl
-1.0558,-0.1843,0.1448,arm_curl
-1.0558,-0.1296,0.1764,arm_curl
-1.0871,-0.0827,0.2002,arm_curl
-1.0636,-0.0905,0.2081,arm_curl
-1.048,-0.0749,0.2397,arm_curl
-1.0558,-0.0279,0.2397,arm_curl
-1.0636,0.0112,0.2239,arm_curl
-1.048,0.0581,0.2555,arm_curl
-1.0246,0.0425,0.1843,arm_curl
-1.048,0.0972,0.2714,arm_curl
-1.009,0.105,0.2872,arm_curl
-1.0012,0.1363,0.3426,arm_curl
-1.0636,0.1285,0.3426,arm_curl
-1.0402,0.1363,0.2793,arm_curl
-1.0324,0.1754,0.2793,arm_curl
-0.9856,0.2067,0.2951,arm_curl
-1.0324,0.2224,0.303,arm_curl
-0.9856,0.2693,0.3268,arm_curl
-1.0168,0.2615,0.3188,arm_curl
-0.9934,0.2849,0.3188,arm_curl
-1.0168,0.2849,0.3505,arm_curl
-1.0012,0.3397,0.303,arm_curl
-0.9856,0.3475,0.3505,arm_curl
-0.9466,0.3475,0.3426,arm_curl
-0.9076,0.3866,0.3742,arm_curl
-0.9232,0.3866,0.3505,arm_curl
-0.8919,0.4023,0.3742,arm_curl
-0.8998,0.4257,0.3663,arm_curl
